status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,class
A11,9.0,A32,A42,1282.0,A61,A73,4.0,A91,A101,4.0,A123,32.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,30.0,A32,A49,4272.0,A62,A73,2.0,A93,A101,2.0,A123,26.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,10.0,A32,A40,1364.0,A62,A73,2.0,A92,A101,4.0,A121,64.0,A143,A152,1.0,A172,1.0,A192,1.0
A14,15.0,A34,A41,1360.0,A61,A73,2.0,A93,A101,2.0,A122,31.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,13.0,A32,A43,1409.0,A62,A71,3.0,A92,A101,2.0,A121,64.0,A143,A151,1.0,A173,1.0,A192,1.0
A14,12.0,A34,A40,1495.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,2.0,A173,2.0,A191,1.0
A14,18.0,A34,A46,1864.0,A62,A73,4.0,A92,A101,2.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,2.0
A14,18.0,A30,A49,4165.0,A61,A73,3.0,A93,A101,2.0,A123,36.0,A142,A152,2.0,A173,2.0,A191,2.0
A11,9.0,A34,A45,1288.0,A61,A75,3.0,A93,A103,4.0,A121,48.0,A143,A152,2.0,A172,2.0,A191,1.0
A14,36.0,A32,A41,4686.0,A61,A73,2.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,30.0,A32,A43,2333.0,A63,A75,4.0,A93,A101,2.0,A123,30.0,A141,A152,1.0,A174,1.0,A192,1.0
A14,6.0,A32,A40,1318.0,A62,A75,4.0,A92,A101,4.0,A122,56.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,42.0,A34,A46,3394.0,A61,A75,4.0,A93,A102,4.0,A124,65.0,A143,A152,2.0,A172,1.0,A191,1.0
A12,24.0,A32,A43,3758.0,A61,A71,1.0,A92,A101,4.0,A124,23.0,A143,A151,1.0,A171,1.0,A191,1.0
A11,12.0,A32,A41,3386.0,A61,A75,4.0,A93,A101,4.0,A124,33.0,A143,A153,1.0,A173,1.0,A191,2.0
A14,7.0,A32,A43,730.0,A65,A75,4.0,A93,A101,3.0,A122,46.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,12.0,A32,A42,2028.0,A61,A73,4.0,A93,A103,2.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A32,A40,1815.0,A63,A73,4.0,A92,A101,2.0,A123,34.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,15.0,A34,A42,1520.0,A65,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A34,A49,1056.0,A61,A73,3.0,A93,A101,2.0,A121,30.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A32,A43,1584.0,A65,A74,4.0,A94,A101,3.0,A123,40.0,A143,A151,1.0,A173,1.0,A192,1.0
A11,21.0,A32,A43,3357.0,A64,A72,4.0,A92,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,1.0
A12,42.0,A31,A42,3496.0,A64,A73,4.0,A93,A101,2.0,A123,34.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,36.0,A32,A42,3622.0,A62,A75,4.0,A93,A101,4.0,A122,47.0,A143,A151,3.0,A173,1.0,A192,1.0
A11,36.0,A32,A41,8229.0,A61,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,1.0,A173,2.0,A191,2.0
A12,12.0,A32,A45,639.0,A61,A73,4.0,A92,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,6.0,A34,A43,1382.0,A61,A73,1.0,A92,A101,2.0,A123,28.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,6.0,A34,A40,609.0,A61,A72,1.0,A92,A101,4.0,A122,37.0,A143,A152,2.0,A174,1.0,A192,1.0
A14,24.0,A32,A41,5804.0,A64,A73,4.0,A93,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,1442.0,A61,A74,4.0,A93,A101,2.0,A124,23.0,A143,A152,1.0,A173,1.0,A191,2.0
A13,12.0,A32,A42,1474.0,A61,A72,4.0,A93,A101,1.0,A122,33.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,6.0,A31,A43,1740.0,A61,A75,2.0,A93,A101,2.0,A124,30.0,A143,A152,2.0,A173,1.0,A191,1.0
A13,18.0,A33,A43,1480.0,A63,A71,2.0,A93,A101,4.0,A121,66.0,A141,A152,2.0,A172,1.0,A191,1.0
A12,48.0,A32,A49,15672.0,A61,A73,2.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,12.0,A32,A45,776.0,A61,A73,4.0,A92,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,18.0,A32,A40,759.0,A61,A74,4.0,A92,A101,2.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,60.0,A33,A full circle,9157.0,A65,A73,2.0,A93,A101,2.0,A124,27.0,A143,A153,2.0,A174,1.0,A191,1.0
A11,18.0,A32,A42,2039.0,A61,A71,1.0,A91,A101,4.0,A124,33.0,A143,A153,1.0,A174,1.0,A192,2.0
A12,11.0,A33,A42,4771.0,A61,A73,4.0,A93,A101,4.0,A122,51.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A42,1282.0,A61,A73,4.0,A92,A101,1.0,A123,20.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,36.0,A33,A43,4463.0,A61,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,2.0,A174,1.0,A192,2.0
A14,27.0,A32,A45,5190.0,A65,A75,4.0,A93,A101,4.0,A122,48.0,A143,A152,4.0,A173,2.0,A192,1.0
A14,48.0,A32,A49,3914.0,A65,A73,4.0,A91,A101,4.0,A121,38.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,48.0,A32,A45,5190.0,A65,A73,4.0,A93,A101,4.0,A122,48.0,A143,A152,4.0,A173,2.0,A192,1.0
A12,24.0,A31,A40,1837.0,A62,A73,4.0,A93,A101,4.0,A124,34.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,13.0,A34,A42,3617.0,A61,A75,1.0,A93,A101,4.0,A123,36.0,A143,A151,2.0,A173,1.0,A192,1.0
A14,27.0,A32,A40,2570.0,A61,A73,4.0,A92,A101,3.0,A121,21.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,27.0,A34,A40,2570.0,A61,A73,3.0,A92,A101,2.0,A121,23.0,A143,A151,2.0,A173,1.0,A191,2.0
A14,18.0,A32,A43,2445.0,A64,A75,2.0,A94,A102,2.0,A121,32.0,A141,A152,1.0,A172,1.0,A191,1.0
A14,6.0,A32,A43,1236.0,A63,A73,1.0,A92,A101,2.0,A122,25.0,A143,A151,1.0,A173,1.0,A191,1.0
A12,24.0,A30,A49,4221.0,A61,A72,1.0,A92,A101,2.0,A123,28.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A32,A43,1211.0,A64,A73,4.0,A94,A101,2.0,A121,47.0,A141,A152,1.0,A173,1.0,A192,1.0
A11,24.0,A31,A43,1546.0,A61,A74,4.0,A93,A101,4.0,A123,24.0,A141,A151,1.0,A172,1.0,A191,2.0
A14,24.0,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,24.0,A32,A43,3181.0,A65,A75,4.0,A93,A101,4.0,A121,26.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,30.0,A32,A43,2522.0,A61,A75,4.0,A93,A103,4.0,A122,39.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,15.0,A34,A43,3343.0,A61,A73,4.0,A93,A101,2.0,A124,28.0,A143,A153,1.0,A173,1.0,A192,1.0
A14,15.0,A33,A49,2301.0,A62,A74,3.0,A94,A101,4.0,A122,25.0,A141,A151,2.0,A173,1.0,A191,1.0
A11,30.0,A32,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,1.0
A12,11.0,A33,A42,4771.0,A61,A74,1.0,A92,A101,4.0,A122,51.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,24.0,A33,A49,2825.0,A65,A74,4.0,A93,A101,3.0,A121,34.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,18.0,A32,A40,609.0,A61,A74,4.0,A93,A101,3.0,A121,37.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,12.0,A34,A43,1149.0,A65,A75,4.0,A93,A101,4.0,A121,57.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,10.0,A32,A40,1268.0,A62,A73,1.0,A92,A101,2.0,A121,28.0,A143,A151,1.0,A172,1.0,A191,1.0
A12,60.0,A31,A410,14782.0,A62,A75,3.0,A92,A101,4.0,A124,60.0,A141,A153,2.0,A174,1.0,A192,2.0
A12,18.0,A34,A49,1037.0,A62,A75,3.0,A93,A101,4.0,A121,39.0,A143,A152,3.0,A172,2.0,A191,1.0
A14,12.0,A32,A43,1262.0,A61,A73,2.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,30.0,A33,A49,2503.0,A62,A75,2.0,A93,A101,2.0,A122,41.0,A142,A152,2.0,A172,1.0,A192,1.0
A14,6.0,A32,A48,1238.0,A62,A73,4.0,A92,A101,2.0,A122,36.0,A143,A152,2.0,A172,1.0,A191,1.0
A14,6.0,A33,A43,1264.0,A61,A73,1.0,A93,A101,2.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,9.0,A32,A46,3832.0,A62,A75,4.0,A93,A101,2.0,A124,64.0,A143,A153,1.0,A172,1.0,A191,1.0
A11,6.0,A32,A42,3108.0,A61,A72,2.0,A91,A101,4.0,A122,31.0,A143,A152,1.0,A172,1.0,A191,2.0
A13,30.0,A34,A42,3617.0,A65,A73,4.0,A93,A102,4.0,A124,20.0,A143,A151,2.0,A173,2.0,A191,1.0
A12,10.0,A32,A40,7308.0,A61,A71,2.0,A93,A101,4.0,A124,70.0,A141,A153,1.0,A174,1.0,A192,1.0
A12,60.0,A31,A410,14782.0,A62,A75,3.0,A92,A101,4.0,A124,60.0,A141,A153,2.0,A174,1.0,A192,2.0
A12,6.0,A33,A40,1209.0,A61,A71,3.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A174,1.0,A192,2.0
A12,30.0,A32,A42,3832.0,A61,A72,2.0,A94,A101,1.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A43,727.0,A46,A75,4.0,A93,A101,3.0,A124,46.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A32,A43,2073.0,A62,A73,4.0,A92,A102,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,48.0,A32,A49,4844.0,A61,A72,2.0,A93,A101,1.0,A123,33.0,A141,A152,1.0,A172,1.0,A191,2.0
A12,27.0,A34,A43,2520.0,A63,A73,3.0,A93,A101,3.0,A122,23.0,A143,A152,2.0,A173,1.0,A191,2.0
A11,24.0,A32,A42,2359.0,A62,A73,1.0,A91,A101,1.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,15.0,A32,A40,1403.0,A61,A72,2.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1.0,A191,1.0
A12,12.0,A32,A43,1534.0,A61,A72,1.0,A94,A101,1.0,A121,23.0,A143,A151,1.0,A173,1.0,A192,2.0
A13,6.0,A34,A40,1047.0,A61,A73,1.0,A92,A101,4.0,A122,50.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,30.0,A34,A43,5954.0,A61,A74,3.0,A93,A101,2.0,A123,41.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,24.0,A34,A49,1585.0,A65,A74,4.0,A92,A101,3.0,A121,40.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,9.0,A32,A42,2301.0,A62,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,1.0
A11,6.0,A34,A43,1169.0,A65,A75,4.0,A93,A101,4.0,A121,67.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,24.0,A34,A41,5804.0,A64,A73,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,1.0
A13,24.0,A34,A49,1275.0,A64,A73,2.0,A91,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A43,776.0,A65,A75,4.0,A93,A101,4.0,A121,68.0,A143,A152,2.0,A172,1.0,A191,1.0
A12,18.0,A32,A43,866.0,A65,A73,4.0,A94,A103,2.0,A121,25.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,15.0,A34,A43,1360.0,A61,A73,4.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,15.0,A34,A40,1829.0,A61,A73,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,18.0,A30,A49,12204.0,A65,A73,2.0,A93,A101,2.0,A123,48.0,A141,A152,1.0,A174,1.0,A192,1.0
A13,18.0,A33,A43,1480.0,A63,A71,2.0,A94,A101,4.0,A121,66.0,A141,A152,2.0,A173,1.0,A191,1.0
A12,21.0,A33,A40,2353.0,A61,A73,1.0,A91,A101,4.0,A122,47.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,7.0,A32,A43,753.0,A61,A73,4.0,A92,A103,2.0,A121,64.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,30.0,A31,A42,3496.0,A64,A75,4.0,A93,A101,4.0,A123,34.0,A142,A152,1.0,A173,2.0,A192,1.0
A14,24.0,A34,A40,2255.0,A65,A72,4.0,A93,A101,1.0,A121,54.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A34,A42,1817.0,A61,A73,4.0,A92,A101,2.0,A121,28.0,A143,A151,2.0,A173,1.0,A191,1.0
A11,21.0,A32,A43,3357.0,A64,A72,4.0,A92,A101,2.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,24.0,A32,A43,1474.0,A62,A72,4.0,A94,A101,1.0,A121,33.0,A141,A152,1.0,A173,1.0,A191,1.0
A14,21.0,A32,A41,5248.0,A65,A73,1.0,A93,A101,1.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,9.0,A34,A40,936.0,A63,A75,4.0,A93,A101,2.0,A123,52.0,A143,A152,2.0,A172,1.0,A192,1.0
A11,12.0,A34,A43,1680.0,A63,A75,3.0,A94,A101,1.0,A121,35.0,A143,A152,2.0,A173,1.0,A191,1.0
A12,48.0,A31,A40,12169.0,A65,A71,4.0,A93,A102,4.0,A124,36.0,A143,A153,1.0,A174,1.0,A192,1.0
A12,21.0,A32,A49,1188.0,A61,A75,2.0,A92,A101,4.0,A122,39.0,A141,A152,1.0,A173,2.0,A191,2.0
A12,18.0,A33,A43,1553.0,A61,A74,4.0,A92,A101,1.0,A122,23.0,A142,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A42,2039.0,A61,A72,1.0,A94,A101,1.0,A122,22.0,A142,A152,1.0,A173,1.0,A192,2.0
A11,30.0,A32,A45,11998.0,A61,A72,1.0,A92,A101,1.0,A124,34.0,A143,A152,1.0,A172,1.0,A192,2.0
A11,24.0,A34,A41,2957.0,A61,A75,4.0,A93,A101,4.0,A122,63.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,9.0,A34,A40,2799.0,A61,A73,2.0,A93,A102,2.0,A121,36.0,A143,A151,2.0,A173,2.0,A191,1.0
A14,36.0,A32,A43,3595.0,A61,A75,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,15.0,A32,A43,1403.0,A61,A72,1.0,A94,A101,3.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,1285.0,A65,A74,4.0,A92,A101,3.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,12.0,A32,A43,1262.0,A63,A75,4.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,12.0,A32,A43,2028.0,A61,A73,2.0,A94,A101,2.0,A121,30.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,24.0,A33,A42,2064.0,A61,A71,1.0,A92,A101,1.0,A122,34.0,A143,A152,1.0,A174,1.0,A192,2.0
A11,6.0,A34,A40,860.0,A61,A75,2.0,A93,A101,4.0,A124,39.0,A143,A152,2.0,A173,1.0,A191,1.0
A12,27.0,A33,A49,3915.0,A61,A73,3.0,A93,A101,2.0,A123,36.0,A143,A152,2.0,A174,2.0,A192,2.0
A11,24.0,A32,A43,1282.0,A61,A73,4.0,A92,A101,4.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,58.0,A34,A41,5842.0,A65,A75,2.0,A93,A101,2.0,A123,35.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,6.0,A32,A40,1555.0,A61,A75,4.0,A93,A101,4.0,A124,55.0,A143,A153,1.0,A173,2.0,A191,1.0
A11,6.0,A32,A41,1352.0,A63,A71,1.0,A92,A101,2.0,A122,33.0,A143,A151,1.0,A171,1.0,A192,1.0
A11,10.0,A32,A43,2315.0,A61,A75,3.0,A92,A101,4.0,A121,52.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,20.0,A33,A41,7057.0,A65,A74,2.0,A93,A101,4.0,A122,36.0,A141,A151,3.0,A174,1.0,A192,1.0
A11,30.0,A32,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,58.0,A143,A151,2.0,A173,1.0,A192,1.0
A11,24.0,A32,A40,1442.0,A61,A74,3.0,A92,A101,4.0,A123,23.0,A143,A151,1.0,A173,1.0,A192,2.0
A12,24.0,A31,A46,1837.0,A61,A72,4.0,A92,A101,4.0,A124,34.0,A143,A153,1.0,A173,1.0,A191,2.0
A12,12.0,A34,A40,691.0,A61,A74,4.0,A93,A101,3.0,A122,35.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,21.0,A34,A42,2288.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,48.0,A32,A43,5951.0,A61,A73,2.0,A92,A101,2.0,A121,22.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,9.0,A32,A42,2301.0,A61,A72,3.0,A92,A101,2.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,12.0,A32,A40,1223.0,A61,A71,1.0,A91,A101,1.0,A121,46.0,A143,A151,1.0,A174,1.0,A192,2.0
A11,24.0,A32,A42,3149.0,A61,A72,4.0,A93,A101,1.0,A124,22.0,A141,A153,1.0,A173,1.0,A191,1.0
A12,18.0,A33,A45,6204.0,A61,A73,2.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A172,2.0,A192,1.0
A13,6.0,A34,A40,709.0,A64,A72,2.0,A94,A101,1.0,A121,27.0,A143,A152,2.0,A171,1.0,A191,1.0
A14,9.0,A34,A40,3195.0,A61,A74,1.0,A92,A101,1.0,A123,33.0,A143,A152,2.0,A172,1.0,A191,1.0
A11,18.0,A32,A43,1131.0,A61,A71,4.0,A92,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,24.0,A34,A43,2075.0,A61,A75,4.0,A93,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,20.0,A34,A40,2235.0,A61,A73,4.0,A91,A103,2.0,A122,33.0,A141,A151,2.0,A173,1.0,A191,2.0
A14,12.0,A34,A42,1258.0,A61,A72,4.0,A92,A101,1.0,A122,22.0,A143,A152,2.0,A172,1.0,A191,1.0
A12,24.0,A34,A41,7758.0,A64,A75,2.0,A92,A101,4.0,A124,29.0,A143,A151,1.0,A173,1.0,A191,1.0
A13,18.0,A32,A43,2360.0,A61,A73,3.0,A93,A101,2.0,A123,36.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,27.0,A32,A410,3416.0,A61,A73,2.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,36.0,A32,A41,4455.0,A61,A73,3.0,A91,A101,2.0,A122,30.0,A143,A152,1.0,A174,1.0,A192,2.0
A12,12.0,A12,A40,1239.0,A61,A73,4.0,A93,A101,2.0,A121,24.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,24.0,A34,A43,2578.0,A61,A75,2.0,A93,A101,1.0,A123,34.0,A143,A152,2.0,A173,1.0,A191,1.0
A12,24.0,A33,A43,6403.0,A61,A72,1.0,A93,A101,2.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,36.0,A33,A46,6887.0,A61,A73,4.0,A93,A101,3.0,A122,29.0,A143,A152,1.0,A173,1.0,A192,2.0
A11,12.0,A32,A46,795.0,A61,A75,4.0,A93,A101,4.0,A122,53.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,15.0,A34,A40,1470.0,A61,A75,4.0,A92,A101,4.0,A123,35.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,15.0,A32,A43,1213.0,A63,A75,2.0,A93,A101,4.0,A122,47.0,A142,A152,1.0,A173,1.0,A192,1.0
A14,12.0,A34,A43,1291.0,A61,A73,4.0,A92,A101,2.0,A122,35.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,30.0,A32,A43,3599.0,A61,A72,4.0,A92,A103,1.0,A121,26.0,A143,A152,1.0,A173,2.0,A191,1.0
A14,8.0,A32,A48,894.0,A65,A74,4.0,A92,A101,3.0,A122,40.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,21.0,A32,A49,1188.0,A61,A75,4.0,A92,A101,3.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,2.0
A12,15.0,A32,A45,1308.0,A64,A75,4.0,A92,A101,4.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,6.0,A32,A40,609.0,A61,A74,1.0,A93,A103,3.0,A122,37.0,A143,A152,1.0,A173,2.0,A191,1.0
A11,24.0,A32,A40,1371.0,A65,A73,4.0,A92,A101,4.0,A121,25.0,A143,A151,1.0,A173,1.0,A191,2.0
A13,18.0,A31,A43,1445.0,A65,A74,4.0,A93,A101,4.0,A123,49.0,A141,A152,1.0,A172,1.0,A191,1.0
A11,24.0,A32,A43,1282.0,A62,A73,4.0,A92,A101,2.0,A123,32.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,36.0,A32,A43,7855.0,A61,A73,4.0,A92,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,12.0,A34,A40,522.0,A63,A73,4.0,A93,A101,4.0,A122,42.0,A143,A152,2.0,A173,2.0,A191,1.0
A12,48.0,A32,A49,15672.0,A61,A73,2.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1.0,A192,2.0
A11,24.0,A32,A40,1346.0,A61,A72,4.0,A92,A101,4.0,A124,36.0,A143,A153,1.0,A173,1.0,A192,2.0
A14,18.0,A32,A40,1820.0,A61,A73,2.0,A94,A101,2.0,A122,30.0,A143,A152,1.0,A174,1.0,A192,1.0
A12,12.0,A34,A46,936.0,A61,A72,4.0,A93,A101,2.0,A123,52.0,A143,A152,2.0,A173,1.0,A191,2.0
A11,24.0,A34,A49,1382.0,A61,A73,4.0,A93,A101,2.0,A123,26.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,30.0,A34,A41,7596.0,A65,A75,1.0,A93,A101,4.0,A123,63.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,12.0,A32,A41,2279.0,A65,A73,4.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1.0,A192,1.0
A12,30.0,A34,A42,8386.0,A61,A74,2.0,A93,A101,2.0,A122,49.0,A143,A152,1.0,A172,1.0,A191,2.0
A12,24.0,A33,A42,2333.0,A65,A72,4.0,A93,A101,1.0,A122,29.0,A141,A152,1.0,A173,1.0,A191,1.0
A12,24.0,A31,A41,12579.0,A61,A75,4.0,A92,A101,2.0,A124,44.0,A143,A153,1.0,A174,1.0,A192,2.0
A11,18.0,A30,A42,3114.0,A61,A72,1.0,A92,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,9.0,A32,A42,1313.0,A61,A72,3.0,A93,A101,2.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,48.0,A31,A41,9398.0,A61,A72,1.0,A93,A101,4.0,A123,38.0,A141,A152,1.0,A174,1.0,A192,2.0
A14,15.0,A32,A40,1364.0,A63,A73,1.0,A92,A101,4.0,A123,64.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,24.0,A32,A40,1201.0,A61,A72,3.0,A94,A101,1.0,A122,26.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,36.0,A32,A46,2613.0,A61,A73,4.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,1.0
A14,15.0,A32,A43,1213.0,A63,A75,3.0,A93,A101,4.0,A122,47.0,A143,A153,1.0,A173,2.0,A192,1.0
A14,30.0,A32,A43,2333.0,A65,A75,4.0,A93,A101,2.0,A123,30.0,A141,A152,1.0,A174,1.0,A192,1.0
A14,30.0,A32,A43,1816.0,A62,A73,4.0,A94,A101,2.0,A123,30.0,A143,A151,1.0,A172,1.0,A191,2.0
A14,24.0,A34,A43,2424.0,A65,A75,4.0,A93,A101,4.0,A121,53.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,18.0,A32,A40,1082.0,A61,A73,4.0,A91,A101,4.0,A123,48.0,A143,A152,2.0,A173,1.0,A191,2.0
A14,24.0,A34,A43,2337.0,A61,A75,2.0,A92,A102,4.0,A121,36.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,24.0,A32,A40,1207.0,A61,A72,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,2.0
A11,12.0,A31,A43_AD,2149.0,A61,A73,4.0,A91,A101,1.0,A124,29.0,A143,A153,1.0,A173,1.0,A191,2.0
A11,6.0,A34,A40,1238.0,A64,A73,2.0,A93,A101,2.0,A121,39.0,A143,A152,2.0,A172,2.0,A191,1.0
A14,18.0,A32,A40,2662.0,A65,A73,4.0,A93,A101,2.0,A122,32.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,18.0,A34,A43,1245.0,A61,A73,4.0,A94,A101,1.0,A121,33.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,21.0,A34,A40,1795.0,A61,A75,3.0,A92,A101,4.0,A122,48.0,A141,A151,2.0,A172,1.0,A191,1.0
A11,48.0,A34,A41,6331.0,A61,A75,4.0,A93,A101,4.0,A124,46.0,A143,A153,2.0,A173,2.0,A192,2.0
A11,12.0,A34,A40,1655.0,A61,A75,4.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A172,1.0,A192,1.0
A12,36.0,A33,A40,8086.0,A62,A75,4.0,A93,A101,4.0,A123,42.0,A143,A152,2.0,A174,1.0,A192,2.0
A11,18.0,A30,A49,3104.0,A61,A74,1.0,A93,A101,1.0,A123,31.0,A141,A152,1.0,A173,1.0,A192,1.0
A14,9.0,A34,A40,2134.0,A61,A73,3.0,A93,A101,4.0,A123,48.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,24.0,A34,A40,3878.0,A61,A75,4.0,A93,A101,4.0,A123,37.0,A143,A152,2.0,A173,1.0,A192,1.0
