A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
1.0,51.83,0.04,2.0,14.0,8.0,0.04,1.0,0.0,0.0,0.0,2.0,0.0,3001.0,1.0
1.0,47.58,1.085,2.0,7.0,5.0,12.5,1.0,1.0,17.0,1.0,2.0,375.0,1.0,1.0
1.0,26.25,1.54,2.0,2.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0
1.0,22.5,0.79,2.0,7.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,144.0,1.0,0.0
1.0,41.17,0.5,2.0,13.0,8.0,5.0,1.0,1.0,7.0,1.0,2.0,320.0,1.0,1.0
1.0,26.0,1.25,2.0,5.0,3.0,0.5,0.0,0.0,0.0,0.0,2.0,136.0,1.0,0.0
1.0,29.83,1.25,1.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,224.0,1.0,0.0
0.0,17.25,3.0,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,280.0,9.0,0.0
1.0,24.83,3.0,2.0,6.0,4.0,1.75,1.0,1.0,2.0,0.0,2.0,240.0,801.0,1.0
1.0,25.83,1.5,2.0,13.0,4.0,1.375,1.0,1.0,3.0,1.0,2.0,160.0,828.0,1.0
1.0,20.42,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0,1.0
1.0,15.08,0.29,2.0,8.0,8.0,1.75,1.0,1.0,10.0,0.0,2.0,0.0,691.0,1.0
1.0,20.5,2.0,2.0,8.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,160.0,1001.0,1.0
0.0,19.5,0.29,2.0,4.0,4.0,0.29,0.0,0.0,0.0,0.0,2.0,280.0,365.0,0.0
1.0,22.585,0.585,2.0,6.0,4.0,0.585,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
1.0,29.5,0.25,2.0,7.0,4.0,0.25,0.0,1.0,1.0,1.0,2.0,224.0,109.0,0.0
1.0,21.75,11.625,1.0,13.0,4.0,0.835,1.0,0.0,0.0,1.0,2.0,160.0,1.0,1.0
1.0,47.67,25.125,2.0,8.0,4.0,1.625,1.0,1.0,6.0,1.0,2.0,352.0,211.0,1.0
1.0,39.17,1.71,2.0,13.0,4.0,5.04,1.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0
0.0,42.75,4.085,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,108.0,101.0,0.0
1.0,39.17,1.71,2.0,8.0,4.0,0.125,1.0,1.0,5.0,1.0,2.0,400.0,1.0,1.0
1.0,22.83,3.0,2.0,11.0,4.0,1.29,1.0,1.0,1.0,0.0,2.0,260.0,801.0,1.0
0.0,47.67,0.29,2.0,11.0,8.0,15.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0
0.0,23.17,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,184.0,2.0,0.0
0.0,69.5,6.75,2.0,1.0,1.0,0.54,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
1.0,16.92,0.335,1.0,7.0,4.0,0.29,0.0,0.0,0.0,0.0,1.0,240.0,1.0,0.0
1.0,22.5,0.415,2.0,3.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,320.0,1.0,0.0
1.0,48.17,0.375,2.0,6.0,4.0,0.875,0.0,0.0,0.0,0.0,2.0,0.0,121.0,0.0
1.0,32.75,0.75,1.0,14.0,8.0,1.585,1.0,0.0,0.0,1.0,2.0,440.0,1.0,1.0
1.0,20.67,2.29,1.0,8.0,4.0,0.5,0.0,0.0,0.0,1.0,1.0,160.0,1.0,0.0
0.0,32.25,1.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,160.0,1.0,0.0
1.0,31.67,1.375,2.0,9.0,4.0,0.04,0.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0
1.0,24.58,1.375,2.0,4.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
0.0,57.08,19.0,2.0,13.0,4.0,5.085,1.0,1.0,9.0,0.0,2.0,0.0,3001.0,1.0
1.0,32.08,4.0,1.0,13.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,120.0,1.0,0.0
1.0,20.58,0.58,2.0,8.0,4.0,0.29,0.0,0.0,0.0,0.0,1.0,140.0,1.0,0.0
0.0,20.83,10.665,2.0,11.0,4.0,0.085,1.0,0.0,0.0,0.0,2.0,28.0,1.0,1.0
0.0,34.83,1.25,1.0,3.0,8.0,0.25,0.0,0.0,0.0,1.0,2.0,240.0,1.0,0.0
1.0,42.0,4.045,2.0,7.0,4.0,0.085,1.0,0.0,0.0,0.0,2.0,120.0,1.0,1.0
1.0,34.08,1.375,2.0,9.0,4.0,0.04,1.0,0.0,0.0,1.0,1.0,200.0,1.0,0.0
1.0,24.75,4.085,2.0,11.0,4.0,0.415,1.0,0.0,0.0,0.0,2.0,108.0,101.0,0.0
1.0,31.57,0.875,2.0,2.0,4.0,0.04,0.0,0.0,0.0,1.0,1.0,928.0,1.0,0.0
0.0,18.5,10.25,2.0,8.0,4.0,0.04,0.0,0.0,0.0,1.0,2.0,140.0,6.0,0.0
1.0,29.58,1.29,1.0,4.0,4.0,0.29,0.0,0.0,0.0,0.0,2.0,280.0,1.0,0.0
1.0,16.33,0.125,2.0,8.0,4.0,0.165,1.0,0.0,0.0,0.0,2.0,163.0,1.0,0.0
1.0,39.17,1.5,2.0,14.0,4.0,0.71,1.0,1.0,5.0,1.0,2.0,480.0,1.0,1.0
1.0,16.5,0.125,2.0,4.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,132.0,1.0,0.0
1.0,41.0,0.04,2.0,14.0,4.0,0.04,1.0,0.0,0.0,1.0,1.0,560.0,1.0,1.0
1.0,19.42,7.5,2.0,7.0,4.0,1.54,1.0,1.0,1.0,0.0,2.0,96.0,568.0,1.0
1.0,18.08,5.75,1.0,3.0,8.0,0.04,1.0,0.0,0.0,0.0,2.0,80.0,1.0,0.0
1.0,17.92,0.375,2.0,6.0,4.0,0.04,0.0,0.0,0.0,1.0,2.0,280.0,751.0,0.0
0.0,24.58,1.25,2.0,8.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,110.0,1.0,0.0
1.0,21.83,2.5,1.0,9.0,4.0,0.0,1.0,1.0,11.0,0.0,2.0,150.0,9.0,1.0
0.0,58.92,0.54,2.0,14.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,0.0,3001.0,1.0
0.0,49.08,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,94.0,27.0,0.0
1.0,31.67,1.04,2.0,9.0,4.0,5.0,1.0,1.0,6.0,0.0,2.0,0.0,7045.0,1.0
0.0,20.5,2.415,2.0,11.0,4.0,2.0,1.0,1.0,11.0,1.0,2.0,200.0,3001.0,1.0
1.0,41.58,3.0,2.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
0.0,45.17,2.5,2.0,14.0,8.0,6.75,1.0,0.0,0.0,1.0,2.0,140.0,1.0,1.0
0.0,31.57,3.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,160.0,2.0,1.0
1.0,26.75,2.0,2.0,8.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,140.0,1.0,0.0
0.0,22.67,0.165,2.0,8.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,144.0,1.0,0.0
1.0,34.42,1.335,2.0,4.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,440.0,4501.0,0.0
1.0,16.5,0.21,2.0,8.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,144.0,1.0,0.0
1.0,25.0,12.5,2.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,1.0
1.0,19.17,0.125,2.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,96.0,1.0,1.0
1.0,19.83,10.0,1.0,8.0,4.0,0.165,0.0,0.0,0.0,1.0,2.0,140.0,1.0,0.0
1.0,38.25,6.5,2.0,7.0,4.0,4.5,1.0,1.0,12.0,1.0,2.0,288.0,1.0,1.0
1.0,30.17,0.835,2.0,8.0,4.0,1.585,1.0,1.0,1.0,0.0,2.0,160.0,1.0,1.0
1.0,32.67,3.165,1.0,4.0,4.0,0.165,0.0,1.0,3.0,0.0,2.0,320.0,21.0,0.0
1.0,51.42,0.04,1.0,14.0,8.0,0.04,1.0,0.0,0.0,0.0,2.0,0.0,3001.0,1.0
0.0,24.83,1.75,2.0,11.0,8.0,1.5,1.0,1.0,5.0,1.0,2.0,120.0,5778.0,1.0
1.0,44.58,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,300.0,1.0,0.0
1.0,41.0,0.04,2.0,11.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,560.0,1.0,1.0
1.0,31.83,1.5,1.0,16.0,8.0,2.5,1.0,0.0,0.0,1.0,2.0,164.0,1.0,1.0
1.0,34.42,1.5,2.0,3.0,8.0,0.375,1.0,1.0,2.0,0.0,2.0,320.0,4501.0,0.0
0.0,29.83,2.04,1.0,14.0,8.0,1.5,0.0,0.0,0.0,1.0,2.0,128.0,2.0,0.0
0.0,20.08,0.25,2.0,11.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,200.0,1.0,0.0
0.0,21.33,10.0,2.0,8.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
1.0,24.08,0.5,2.0,8.0,4.0,1.75,1.0,1.0,11.0,0.0,2.0,260.0,679.0,1.0
1.0,32.33,1.5,2.0,10.0,4.0,0.165,0.0,0.0,0.0,0.0,1.0,120.0,1.0,0.0
1.0,41.92,4.25,2.0,14.0,4.0,0.21,1.0,1.0,2.0,1.0,2.0,510.0,611.0,1.0
1.0,41.58,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,145.0,1.0,0.0
1.0,29.67,3.0,2.0,6.0,4.0,0.085,1.0,0.0,0.0,1.0,2.0,329.0,1.0,1.0
0.0,33.25,0.0,1.0,8.0,5.0,2.5,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
0.0,27.17,0.585,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,160.0,1.0,0.0
1.0,51.67,0.165,1.0,13.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,30.58,4.0,2.0,8.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,200.0,20.0,1.0
0.0,22.67,3.0,2.0,11.0,4.0,1.165,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
